Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel
02/09/2022,2022,BMW 1 Series,57524,4,South America,Argentina,Wholesale
,,,,,,,
03/09/2022,2022,BMW i3,75447,2,Europe,Germany,Wholesale
03/09/2022,2022,BMW 6 Series,59469,2,Africa,Nigeria,Online
03/09/2022,2022,BMW X6,81169,3,Africa,Nigeria,Wholesale
03/09/2022,2022,BMW iX,55692,5,Africa,Egypt,Dealership
04/09/2022,2022,BMW i3,102607,5,Europe,United Kingdom,Wholesale
05/09/2022,2022,BMW Z4,66312,5,Asia,India,Dealership
05/09/2022,2022,BMW iX3,74310,2,Asia,South Korea,Online
05/09/2022,2022,BMW M4,89207,4,South America,Chile,Online
05/09/2022,2022,BMW iX,43725,4,North America,Mexico,Online
05/09/2022,2022,BMW X5,70831,2,Asia,China,Online
05/09/2022,2022,BMW X7,104651,1,North America,Canada,Online
05/09/2022,2022,BMW 4 Series,89570,2,Europe,France,Wholesale
,,,,,,,
06/09/2022,2022,BMW 6 Series,35492,5,Africa,Nigeria,Online
07/09/2022,2022,BMW X6,118121,2,Europe,United Kingdom,Online
07/09/2022,2022,BMW X4,37071,1,Europe,Germany,Wholesale
07/09/2022,2022,BMW 2 Series,59545,2,South America,Brazil,Dealership
,,,,,,,
08/09/2022,2022,BMW X3,109882,5,Asia,India,Wholesale
09/09/2022,2022,BMW X5,65571,3,Africa,Kenya,Online
09/09/2022,2022,BMW i4,70273,4,Asia,South Korea,Online
10/09/2022,2022,BMW X6,73660,1,Africa,Nigeria,Dealership
10/09/2022,2022,BMW Z4,68718,3,South America,Argentina,Dealership
11/09/2022,2022,BMW Z4,118760,4,North America,United States,Dealership
11/09/2022,2022,BMW 5 Series,54054,3,Africa,South Africa,Online
12/09/2022,2022,BMW i3,55406,2,South America,Chile,Dealership
13/09/2022,2022,BMW iX3,74294,2,South America,Colombia,Wholesale
13/09/2022,2022,BMW 6 Series,68217,4,North America,Mexico,Wholesale
13/09/2022,2022,BMW iX,104755,4,South America,Colombia,Wholesale
14/09/2022,2022,BMW i8,50180,2,North America,United States,Wholesale
14/09/2022,2022,BMW iX,97963,2,South America,Brazil,Dealership
14/09/2022,2022,BMW 1 Series,74561,4,Africa,Egypt,Wholesale
,,,,,,,
15/09/2022,2022,BMW X1,56378,4,Africa,Egypt,Dealership
15/09/2022,2022,BMW 3 Series,64826,4,North America,Mexico,Wholesale
,,,,,,,
15/09/2022,2022,BMW M5,70696,5,Asia,South Korea,Dealership
15/09/2022,2022,BMW iX,38079,5,Asia,Japan,Wholesale
16/09/2022,2022,BMW i4,63464,2,Europe,Italy,Online
16/09/2022,2022,BMW i8,111259,5,Europe,Spain,Wholesale
16/09/2022,2022,BMW i8,51021,1,Asia,South Korea,Wholesale
17/09/2022,2022,BMW i8,53074,2,Asia,China,Dealership
17/09/2022,2022,BMW 6 Series,40316,1,Europe,Germany,Wholesale
17/09/2022,2022,BMW i8,48354,3,Europe,Spain,Dealership
18/09/2022,2022,BMW M3,108539,1,North America,Canada,Online
19/09/2022,2022,BMW M5,31511,3,North America,United States,Online
19/09/2022,2022,BMW M8,104944,1,South America,Chile,Dealership
19/09/2022,2022,BMW X5,59039,3,South America,Chile,Online
19/09/2022,2022,BMW M3,95841,3,Africa,Nigeria,Online
19/09/2022,2022,BMW M4,33909,2,South America,Colombia,Online
20/09/2022,2022,BMW M4,93560,4,Asia,South Korea,Dealership
20/09/2022,2022,BMW X6,74023,4,Asia,South Korea,Wholesale
20/09/2022,2022,BMW 8 Series,62308,2,South America,Brazil,Wholesale
20/09/2022,2022,BMW M4,64638,3,North America,Canada,Dealership
21/09/2022,2022,BMW X1,117893,4,South America,Chile,Wholesale
21/09/2022,2022,BMW 4 Series,69970,4,Europe,Spain,Online
,,,,,,,
21/09/2022,2022,BMW M4,94102,1,Africa,South Africa,Dealership
22/09/2022,2022,BMW M4,68459,5,North America,United States,Online
22/09/2022,2022,BMW X1,112138,2,Africa,Kenya,Online
22/09/2022,2022,BMW X7,56414,5,Asia,South Korea,Wholesale
22/09/2022,2022,BMW X3,95250,3,South America,Argentina,Wholesale
22/09/2022,2022,BMW 4 Series,78001,1,North America,Canada,Wholesale
,,,,,,,
22/09/2022,2022,BMW X1,96896,4,North America,Mexico,Online
23/09/2022,2022,BMW M5,98688,1,Asia,Thailand,Dealership
23/09/2022,2022,BMW X7,65402,2,Europe,France,Wholesale
23/09/2022,2022,BMW iX3,88126,3,Africa,Nigeria,Dealership
23/09/2022,2022,BMW M3,58677,1,North America,Mexico,Wholesale
24/09/2022,2022,BMW 3 Series,98737,1,Europe,France,Wholesale
,,,,,,,
24/09/2022,2022,BMW 5 Series,31737,1,Africa,Kenya,Wholesale
24/09/2022,2022,BMW 6 Series,43173,4,Europe,France,Dealership
25/09/2022,2022,BMW 2 Series,49638,3,South America,Colombia,Dealership
,,,,,,,
25/09/2022,2022,BMW Z4,112128,4,South America,Brazil,Online
26/09/2022,2022,BMW 1 Series,41263,1,South America,Chile,Wholesale
,,,,,,,
26/09/2022,2022,BMW i8,114856,4,Asia,Japan,Dealership
26/09/2022,2022,BMW i4,60036,4,South America,Argentina,Wholesale
26/09/2022,2022,BMW 3 Series,72581,2,South America,Argentina,Dealership
,,,,,,,
26/09/2022,2022,BMW iX3,96550,5,Asia,China,Dealership
27/09/2022,2022,BMW Z4,118623,5,Europe,Germany,Online
27/09/2022,2022,BMW M4,74264,2,Asia,Japan,Wholesale
27/09/2022,2022,BMW 2 Series,41809,2,South America,Colombia,Online
,,,,,,,
27/09/2022,2022,BMW i4,87649,4,South America,Brazil,Online
27/09/2022,2022,BMW 6 Series,103878,4,Europe,Germany,Wholesale
28/09/2022,2022,BMW X6,62187,3,Europe,Italy,Wholesale
28/09/2022,2022,BMW 5 Series,51500,5,Europe,France,Wholesale
28/09/2022,2022,BMW M2,117995,4,Europe,Germany,Wholesale
28/09/2022,2022,BMW 4 Series,63208,3,Asia,Japan,Wholesale
,,,,,,,
28/09/2022,2022,BMW M2,62827,5,Africa,Nigeria,Dealership
29/09/2022,2022,BMW 3 Series,70522,3,North America,Canada,Wholesale
,,,,,,,
30/09/2022,2022,BMW 8 Series,42332,3,South America,Peru,Dealership
30/09/2022,2022,BMW 1 Series,57188,2,Europe,United Kingdom,Online
,,,,,,,
30/09/2022,2022,BMW 7 Series,86342,1,Africa,Egypt,Wholesale
30/09/2022,2022,BMW M3,67126,1,Africa,Egypt,Wholesale
30/09/2022,2022,BMW X1,93872,1,Africa,Egypt,Dealership
01/10/2022,2022,BMW i4,102209,3,Africa,Morocco,Dealership
01/10/2022,2022,BMW iX,59044,4,Europe,Germany,Online
01/10/2022,2022,BMW 5 Series,110196,1,Asia,India,Dealership
01/10/2022,2022,BMW 5 Series,88396,4,Europe,United Kingdom,Wholesale
01/10/2022,2022,BMW M4,87690,5,Asia,China,Wholesale
01/10/2022,2022,BMW 6 Series,38323,1,Europe,Italy,Online
04/10/2022,2022,BMW 4 Series,93887,3,North America,United States,Online
,,,,,,,
04/10/2022,2022,BMW M5,53710,2,Asia,China,Online
04/10/2022,2022,BMW 1 Series,52628,3,South America,Peru,Dealership
,,,,,,,
04/10/2022,2022,BMW Z4,109211,4,North America,Canada,Online
05/10/2022,2022,BMW 4 Series,33463,5,Africa,Egypt,Dealership
,,,,,,,
05/10/2022,2022,BMW X1,63043,3,North America,Canada,Wholesale
05/10/2022,2022,BMW Z4,56427,2,South America,Argentina,Dealership
05/10/2022,2022,BMW 5 Series,36309,2,South America,Argentina,Online
06/10/2022,2022,BMW M5,96220,5,North America,Mexico,Wholesale
06/10/2022,2022,BMW X1,90051,1,Africa,Nigeria,Online
06/10/2022,2022,BMW 5 Series,33311,3,Europe,Germany,Online
06/10/2022,2022,BMW X4,65687,3,Africa,South Africa,Dealership
06/10/2022,2022,BMW i3,111122,2,North America,Canada,Dealership
07/10/2022,2022,BMW X3,113081,4,South America,Argentina,Online
07/10/2022,2022,BMW M2,49121,3,Asia,Japan,Dealership
08/10/2022,2022,BMW 4 Series,82784,2,North America,Mexico,Wholesale
,,,,,,,
08/10/2022,2022,BMW i3,40247,4,Africa,Nigeria,Online
11/10/2022,2022,BMW X3,111823,1,Africa,Kenya,Dealership
11/10/2022,2022,BMW X5,62353,1,Europe,United Kingdom,Wholesale
11/10/2022,2022,BMW M4,89207,2,North America,United States,Online
12/10/2022,2022,BMW Z4,96038,2,Asia,China,Dealership
13/10/2022,2022,BMW X6,77060,1,North America,United States,Dealership
15/10/2022,2022,BMW iX,75984,2,North America,Canada,Wholesale
15/10/2022,2022,BMW X2,91456,5,South America,Chile,Dealership
15/10/2022,2022,BMW M2,55176,3,South America,Brazil,Dealership
15/10/2022,2022,BMW 6 Series,45646,5,Europe,France,Online
16/10/2022,2022,BMW 2 Series,36722,4,South America,Chile,Dealership
,,,,,,,
16/10/2022,2022,BMW M5,113031,2,North America,United States,Dealership
16/10/2022,2022,BMW Z4,43882,2,Africa,Morocco,Wholesale
16/10/2022,2022,BMW i3,42011,4,South America,Brazil,Wholesale
17/10/2022,2022,BMW X7,34409,3,Europe,United Kingdom,Online
17/10/2022,2022,BMW i3,93883,1,Asia,India,Online
18/10/2022,2022,BMW X3,80486,5,North America,Canada,Dealership
18/10/2022,2022,BMW M5,68682,3,North America,United States,Dealership
18/10/2022,2022,BMW X6,36121,1,Asia,China,Online
19/10/2022,2022,BMW X1,45987,1,Asia,Thailand,Wholesale
20/10/2022,2022,BMW iX3,104607,2,Asia,India,Dealership
20/10/2022,2022,BMW M5,114239,4,Africa,Egypt,Wholesale
20/10/2022,2022,BMW i3,44141,2,Asia,China,Wholesale
20/10/2022,2022,BMW 8 Series,107058,4,Asia,South Korea,Online
20/10/2022,2022,BMW iX3,69441,2,Africa,Kenya,Dealership
20/10/2022,2022,BMW M4,58443,5,South America,Argentina,Wholesale
20/10/2022,2022,BMW 5 Series,43472,2,Europe,France,Online
21/10/2022,2022,BMW X5,57387,5,North America,Mexico,Wholesale
22/10/2022,2022,BMW 3 Series,100624,3,South America,Peru,Online
,,,,,,,
22/10/2022,2022,BMW 2 Series,42466,3,Europe,Italy,Dealership
,,,,,,,
23/10/2022,2022,BMW i8,74867,2,Asia,South Korea,Dealership
23/10/2022,2022,BMW M2,68180,3,Africa,Nigeria,Wholesale
24/10/2022,2022,BMW X7,78298,1,South America,Argentina,Dealership
24/10/2022,2022,BMW X3,87399,5,Africa,South Africa,Dealership
24/10/2022,2022,BMW X4,111855,4,Asia,India,Wholesale
25/10/2022,2022,BMW 8 Series,97777,5,Europe,Spain,Wholesale
25/10/2022,2022,BMW i8,99647,2,Africa,South Africa,Wholesale
25/10/2022,2022,BMW i4,103390,3,South America,Chile,Dealership
25/10/2022,2022,BMW M3,83821,3,South America,Argentina,Online
26/10/2022,2022,BMW 2 Series,64608,1,Africa,Morocco,Online
,,,,,,,
26/10/2022,2022,BMW 7 Series,95310,3,North America,Canada,Online
26/10/2022,2022,BMW i4,117964,2,South America,Argentina,Dealership
27/10/2022,2022,BMW 3 Series,81940,2,Asia,South Korea,Dealership
,,,,,,,
27/10/2022,2022,BMW M2,112445,4,South America,Chile,Wholesale
28/10/2022,2022,BMW M4,103180,5,Asia,China,Wholesale
29/10/2022,2022,BMW X5,58460,5,Europe,Italy,Dealership
29/10/2022,2022,BMW 3 Series,58534,5,Africa,Kenya,Dealership
,,,,,,,
30/10/2022,2022,BMW i8,63808,4,Asia,India,Online
30/10/2022,2022,BMW i4,106827,4,Africa,Kenya,Online
30/10/2022,2022,BMW i3,65061,4,Europe,Spain,Online
31/10/2022,2022,BMW X6,102131,1,South America,Colombia,Wholesale
31/10/2022,2022,BMW 7 Series,96911,4,Africa,South Africa,Online
31/10/2022,2022,BMW M8,58842,3,North America,Canada,Wholesale
31/10/2022,2022,BMW M8,111848,1,Asia,Japan,Wholesale
01/11/2022,2022,BMW X2,45352,3,South America,Chile,Wholesale
02/11/2022,2022,BMW M5,34076,5,Europe,United Kingdom,Wholesale
02/11/2022,2022,BMW 5 Series,71607,2,South America,Colombia,Dealership
02/11/2022,2022,BMW 5 Series,99817,5,North America,United States,Dealership
02/11/2022,2022,BMW 5 Series,118324,4,Africa,Nigeria,Wholesale
03/11/2022,2022,BMW 2 Series,81661,2,Asia,Japan,Wholesale
,,,,,,,
04/11/2022,2022,BMW i8,117521,5,North America,Mexico,Wholesale
04/11/2022,2022,BMW M4,61696,1,South America,Peru,Wholesale
04/11/2022,2022,BMW Z4,31872,4,Europe,Italy,Online
04/11/2022,2022,BMW 5 Series,62894,5,Asia,Japan,Dealership
05/11/2022,2022,BMW i3,39906,2,South America,Colombia,Dealership
05/11/2022,2022,BMW X6,90112,3,North America,United States,Dealership
05/11/2022,2022,BMW 2 Series,71129,5,North America,Canada,Dealership
,,,,,,,
05/11/2022,2022,BMW 4 Series,116889,1,Asia,China,Dealership
,,,,,,,
06/11/2022,2022,BMW i4,107402,2,Europe,United Kingdom,Dealership
06/11/2022,2022,BMW i4,112941,5,North America,Mexico,Dealership
06/11/2022,2022,BMW 5 Series,98446,3,North America,Mexico,Wholesale
06/11/2022,2022,BMW M8,50707,4,Europe,Spain,Wholesale
07/11/2022,2022,BMW M4,72736,4,North America,United States,Dealership
07/11/2022,2022,BMW 3 Series,109923,4,South America,Peru,Dealership
,,,,,,,
07/11/2022,2022,BMW Z4,86063,2,Europe,Germany,Online
08/11/2022,2022,BMW 3 Series,105690,3,Asia,South Korea,Dealership
,,,,,,,
08/11/2022,2022,BMW X4,117889,3,North America,Mexico,Online
09/11/2022,2022,BMW X7,34078,5,Africa,Morocco,Dealership
10/11/2022,2022,BMW 3 Series,80139,4,Africa,Nigeria,Wholesale
,,,,,,,
10/11/2022,2022,BMW 2 Series,71004,2,Europe,United Kingdom,Online
,,,,,,,
11/11/2022,2022,BMW M8,38652,4,Asia,India,Online
11/11/2022,2022,BMW 7 Series,70326,4,Africa,South Africa,Wholesale
12/11/2022,2022,BMW i4,107093,5,Europe,United Kingdom,Online
12/11/2022,2022,BMW M2,79630,5,Asia,Japan,Dealership
12/11/2022,2022,BMW 4 Series,102171,5,Asia,India,Wholesale
,,,,,,,
13/11/2022,2022,BMW 7 Series,39903,1,Europe,France,Wholesale
13/11/2022,2022,BMW Z4,60054,1,North America,Canada,Dealership
13/11/2022,2022,BMW 2 Series,81457,2,South America,Chile,Online
,,,,,,,
14/11/2022,2022,BMW M4,46637,2,Asia,China,Dealership
14/11/2022,2022,BMW iX3,112511,5,South America,Colombia,Dealership
14/11/2022,2022,BMW X2,115958,3,Africa,Morocco,Wholesale
14/11/2022,2022,BMW iX,59665,2,South America,Argentina,Dealership
15/11/2022,2022,BMW 8 Series,56038,1,Africa,South Africa,Wholesale
16/11/2022,2022,BMW 8 Series,118612,1,Africa,Nigeria,Dealership
16/11/2022,2022,BMW i8,114606,4,South America,Colombia,Dealership
17/11/2022,2022,BMW i8,31649,5,North America,Canada,Dealership
17/11/2022,2022,BMW 2 Series,104332,3,South America,Argentina,Online
,,,,,,,
17/11/2022,2022,BMW 2 Series,66735,5,North America,Canada,Wholesale
,,,,,,,
18/11/2022,2022,BMW Z4,70023,1,Asia,South Korea,Wholesale
19/11/2022,2022,BMW X1,37824,3,Africa,Kenya,Dealership
20/11/2022,2022,BMW iX,102195,2,South America,Chile,Dealership
20/11/2022,2022,BMW M8,99814,4,South America,Chile,Online
20/11/2022,2022,BMW M2,110901,1,Asia,India,Online
21/11/2022,2022,BMW M2,85186,4,South America,Chile,Wholesale
21/11/2022,2022,BMW i8,36180,5,North America,United States,Wholesale
22/11/2022,2022,BMW 3 Series,102928,3,Europe,United Kingdom,Online
,,,,,,,
22/11/2022,2022,BMW Z4,102074,5,South America,Chile,Online
22/11/2022,2022,BMW 1 Series,51716,4,North America,United States,Wholesale
,,,,,,,
22/11/2022,2022,BMW X3,31869,1,Asia,Thailand,Online
23/11/2022,2022,BMW X7,110396,4,Asia,Japan,Wholesale
23/11/2022,2022,BMW X1,88172,1,Europe,United Kingdom,Dealership
23/11/2022,2022,BMW X1,83516,4,South America,Colombia,Dealership
25/11/2022,2022,BMW X6,68148,5,Asia,South Korea,Online
25/11/2022,2022,BMW M5,106831,4,Africa,Kenya,Online
26/11/2022,2022,BMW 1 Series,97323,2,South America,Brazil,Online
,,,,,,,
26/11/2022,2022,BMW 6 Series,39895,5,Asia,South Korea,Wholesale
26/11/2022,2022,BMW M3,85162,4,Asia,China,Online
27/11/2022,2022,BMW 3 Series,54992,4,Asia,South Korea,Dealership
,,,,,,,
27/11/2022,2022,BMW M2,32068,3,Europe,Spain,Online
28/11/2022,2022,BMW 3 Series,91365,5,South America,Peru,Dealership
,,,,,,,
28/11/2022,2022,BMW iX3,35585,3,South America,Peru,Online
29/11/2022,2022,BMW M3,30424,5,Africa,South Africa,Wholesale
29/11/2022,2022,BMW i8,64798,1,South America,Chile,Dealership
29/11/2022,2022,BMW M3,38086,5,Africa,Egypt,Wholesale
29/11/2022,2022,BMW i3,70797,5,North America,United States,Wholesale
29/11/2022,2022,BMW X5,75162,4,South America,Peru,Online
29/11/2022,2022,BMW iX3,83092,2,South America,Chile,Dealership
30/11/2022,2022,BMW Z4,59288,5,North America,Mexico,Wholesale
30/11/2022,2022,BMW 8 Series,78987,3,Africa,Kenya,Wholesale
01/12/2022,2022,BMW 5 Series,68188,2,Africa,Nigeria,Dealership
01/12/2022,2022,BMW X3,96403,5,Europe,France,Wholesale
01/12/2022,2022,BMW Z4,108160,2,North America,Canada,Dealership
01/12/2022,2022,BMW Z4,88238,1,Asia,Japan,Dealership
01/12/2022,2022,BMW M8,68260,2,Asia,China,Wholesale
02/12/2022,2022,BMW iX3,84986,1,Asia,Thailand,Wholesale
02/12/2022,2022,BMW 8 Series,53826,2,South America,Argentina,Wholesale
02/12/2022,2022,BMW M2,96219,2,North America,Mexico,Online
02/12/2022,2022,BMW M8,107795,3,North America,Mexico,Online
02/12/2022,2022,BMW i8,75532,3,North America,United States,Online
03/12/2022,2022,BMW i8,70409,4,Africa,Kenya,Online
03/12/2022,2022,BMW X1,40185,2,Africa,Kenya,Online
03/12/2022,2022,BMW 5 Series,118454,1,Asia,Japan,Online
04/12/2022,2022,BMW iX3,96408,2,Africa,South Africa,Online
04/12/2022,2022,BMW M8,74327,5,Asia,India,Online
07/12/2022,2022,BMW 7 Series,74828,1,Europe,United Kingdom,Dealership
07/12/2022,2022,BMW 7 Series,111573,5,South America,Chile,Online
07/12/2022,2022,BMW i3,36503,4,Europe,Spain,Online
07/12/2022,2022,BMW 8 Series,35361,5,Asia,China,Wholesale
07/12/2022,2022,BMW iX,60697,4,South America,Chile,Dealership
08/12/2022,2022,BMW X3,64600,4,North America,Canada,Online
09/12/2022,2022,BMW X6,117941,4,Africa,South Africa,Wholesale
09/12/2022,2022,BMW Z4,77769,5,North America,Mexico,Online
09/12/2022,2022,BMW iX,67459,4,Europe,Germany,Online
10/12/2022,2022,BMW i4,43952,4,Europe,Spain,Wholesale
10/12/2022,2022,BMW Z4,95573,3,Europe,Spain,Wholesale
10/12/2022,2022,BMW 3 Series,67602,2,North America,United States,Wholesale
,,,,,,,
11/12/2022,2022,BMW X4,45316,4,Asia,India,Dealership
12/12/2022,2022,BMW Z4,38174,1,South America,Peru,Dealership
12/12/2022,2022,BMW Z4,52597,1,North America,Mexico,Dealership
13/12/2022,2022,BMW Z4,118325,3,Europe,Germany,Wholesale
13/12/2022,2022,BMW X4,41360,5,North America,United States,Dealership
13/12/2022,2022,BMW X6,89092,5,Africa,Egypt,Online
14/12/2022,2022,BMW 2 Series,37807,5,Asia,China,Online
,,,,,,,
15/12/2022,2022,BMW X1,66126,4,South America,Chile,Online
15/12/2022,2022,BMW M8,70916,5,Asia,South Korea,Wholesale
16/12/2022,2022,BMW M8,102807,5,Asia,China,Dealership
16/12/2022,2022,BMW 2 Series,118247,2,Africa,Morocco,Dealership
,,,,,,,
17/12/2022,2022,BMW 6 Series,84554,4,Asia,China,Wholesale
17/12/2022,2022,BMW X7,33960,4,Africa,Nigeria,Online
18/12/2022,2022,BMW 3 Series,114675,1,Africa,Kenya,Online
,,,,,,,
18/12/2022,2022,BMW 6 Series,33553,1,North America,United States,Dealership
18/12/2022,2022,BMW M4,70721,2,South America,Peru,Online
19/12/2022,2022,BMW X2,76051,3,North America,Canada,Online
19/12/2022,2022,BMW 2 Series,72996,4,South America,Colombia,Wholesale
,,,,,,,
19/12/2022,2022,BMW X4,36531,1,South America,Peru,Wholesale
20/12/2022,2022,BMW 1 Series,96345,5,Asia,South Korea,Online
,,,,,,,
21/12/2022,2022,BMW M2,88989,4,Europe,Italy,Dealership
22/12/2022,2022,BMW 4 Series,53238,4,Africa,Egypt,Wholesale
,,,,,,,
22/12/2022,2022,BMW iX,39607,4,Africa,South Africa,Online
22/12/2022,2022,BMW iX,101587,1,North America,Canada,Dealership
22/12/2022,2022,BMW 8 Series,118018,2,Africa,Kenya,Online
23/12/2022,2022,BMW X5,67289,1,South America,Argentina,Online
23/12/2022,2022,BMW 5 Series,63158,5,Asia,Thailand,Wholesale
25/12/2022,2022,BMW 3 Series,37135,5,Africa,Nigeria,Wholesale
,,,,,,,
26/12/2022,2022,BMW i4,72541,3,South America,Chile,Dealership
26/12/2022,2022,BMW i3,58340,1,South America,Brazil,Dealership
26/12/2022,2022,BMW X4,68660,1,Asia,Thailand,Online
26/12/2022,2022,BMW 6 Series,69103,3,Asia,China,Dealership
28/12/2022,2022,BMW i4,116962,3,North America,United States,Online
29/12/2022,2022,BMW i8,117694,4,Africa,Kenya,Dealership
29/12/2022,2022,BMW X6,41842,4,Asia,China,Wholesale
30/12/2022,2022,BMW iX,118762,5,South America,Chile,Online
30/12/2022,2022,BMW M5,87840,2,Asia,India,Online
31/12/2022,2022,BMW i4,104891,5,Asia,Japan,Online
31/12/2022,2022,BMW iX,113816,1,North America,United States,Wholesale
31/12/2022,2022,BMW iX3,51278,2,North America,United States,Wholesale
01/01/2023,2023,BMW iX3,116541,4,Africa,Kenya,Wholesale
01/01/2023,2023,BMW 3 Series,102988,3,Europe,United Kingdom,Online
,,,,,,,
02/01/2023,2023,BMW 8 Series,79240,3,South America,Peru,Online
03/01/2023,2023,BMW X1,97178,5,Africa,South Africa,Wholesale
03/01/2023,2023,BMW 8 Series,59402,1,Asia,India,Online
04/01/2023,2023,BMW 1 Series,113817,1,Africa,Egypt,Wholesale
,,,,,,,
04/01/2023,2023,BMW X4,105965,3,North America,United States,Wholesale
04/01/2023,2023,BMW Z4,95824,5,South America,Peru,Online
04/01/2023,2023,BMW X6,93696,5,Africa,Morocco,Online
05/01/2023,2023,BMW X6,108473,4,Africa,South Africa,Dealership
05/01/2023,2023,BMW i8,58794,4,Africa,Morocco,Dealership
05/01/2023,2023,BMW X4,80154,4,Africa,South Africa,Wholesale
06/01/2023,2023,BMW M3,102944,2,South America,Argentina,Dealership
07/01/2023,2023,BMW 2 Series,92391,5,North America,Mexico,Wholesale
,,,,,,,
07/01/2023,2023,BMW 5 Series,119860,5,North America,Mexico,Dealership
08/01/2023,2023,BMW M8,87872,4,Europe,Germany,Dealership
08/01/2023,2023,BMW 8 Series,57728,3,North America,Mexico,Online
08/01/2023,2023,BMW 2 Series,75485,4,Africa,Morocco,Online
,,,,,,,
09/01/2023,2023,BMW X2,89608,2,Africa,Egypt,Wholesale
10/01/2023,2023,BMW Z4,39676,3,Asia,China,Dealership
10/01/2023,2023,BMW X4,95364,5,North America,United States,Dealership
10/01/2023,2023,BMW 8 Series,103118,2,Asia,India,Dealership
11/01/2023,2023,BMW 3 Series,64754,2,Europe,United Kingdom,Wholesale
,,,,,,,
11/01/2023,2023,BMW 8 Series,49584,3,North America,Mexico,Dealership
12/01/2023,2023,BMW X3,53265,4,South America,Brazil,Dealership
12/01/2023,2023,BMW 4 Series,65388,4,Africa,Nigeria,Wholesale
,,,,,,,
12/01/2023,2023,BMW i8,93874,1,Europe,United Kingdom,Dealership
12/01/2023,2023,BMW M4,55035,3,Europe,Spain,Online
12/01/2023,2023,BMW 5 Series,69899,4,Africa,Kenya,Online
13/01/2023,2023,BMW M8,96833,2,North America,United States,Online
13/01/2023,2023,BMW 3 Series,37322,4,Africa,Nigeria,Wholesale
,,,,,,,
13/01/2023,2023,BMW 6 Series,56866,4,South America,Peru,Wholesale
13/01/2023,2023,BMW M5,98683,2,North America,Canada,Dealership
13/01/2023,2023,BMW X4,114727,3,South America,Argentina,Wholesale
14/01/2023,2023,BMW M3,74954,1,North America,Mexico,Dealership
15/01/2023,2023,BMW M2,89722,4,Africa,Kenya,Dealership
15/01/2023,2023,BMW X5,53492,4,Europe,Italy,Online
16/01/2023,2023,BMW iX,109914,4,Europe,Germany,Dealership
16/01/2023,2023,BMW M3,77397,3,Asia,South Korea,Dealership
17/01/2023,2023,BMW i3,36157,2,Asia,India,Wholesale
17/01/2023,2023,BMW iX3,33926,2,North America,Mexico,Online
18/01/2023,2023,BMW 8 Series,48733,2,South America,Chile,Online
18/01/2023,2023,BMW 1 Series,64484,2,Europe,Spain,Online
,,,,,,,
19/01/2023,2023,BMW X2,118509,2,Europe,Italy,Dealership
19/01/2023,2023,BMW M3,76517,2,Africa,Nigeria,Wholesale
19/01/2023,2023,BMW X3,73382,4,South America,Chile,Online
19/01/2023,2023,BMW i8,84470,4,Asia,South Korea,Wholesale
19/01/2023,2023,BMW i3,110195,2,South America,Argentina,Dealership
20/01/2023,2023,BMW X7,87805,2,Africa,South Africa,Wholesale
20/01/2023,2023,BMW 1 Series,96433,3,North America,Canada,Dealership
,,,,,,,
21/01/2023,2023,BMW 3 Series,65175,3,Africa,Egypt,Wholesale
,,,,,,,
21/01/2023,2023,BMW 1 Series,110759,5,North America,Canada,Online
,,,,,,,
21/01/2023,2023,BMW X7,117157,4,Asia,Japan,Dealership
22/01/2023,2023,BMW X5,60530,2,North America,Canada,Wholesale
22/01/2023,2023,BMW i8,98367,4,South America,Chile,Wholesale
22/01/2023,2023,BMW X1,44542,5,Africa,Egypt,Online
23/01/2023,2023,BMW i4,89739,3,Europe,France,Dealership
23/01/2023,2023,BMW M8,77285,5,Europe,France,Dealership
23/01/2023,2023,BMW 6 Series,77401,1,South America,Brazil,Wholesale
25/01/2023,2023,BMW 2 Series,105730,3,North America,Mexico,Dealership
,,,,,,,
26/01/2023,2023,BMW M8,63380,4,Africa,Egypt,Online
26/01/2023,2023,BMW 7 Series,32594,3,Asia,India,Wholesale
26/01/2023,2023,BMW i4,85444,5,Africa,South Africa,Online
26/01/2023,2023,BMW X2,68736,2,Africa,Kenya,Wholesale
26/01/2023,2023,BMW 4 Series,59870,5,Asia,India,Online
,,,,,,,
27/01/2023,2023,BMW M5,72368,5,North America,Canada,Wholesale
28/01/2023,2023,BMW X1,33774,2,South America,Colombia,Online
29/01/2023,2023,BMW 2 Series,98305,4,North America,Mexico,Dealership
,,,,,,,
29/01/2023,2023,BMW X2,103916,4,Europe,United Kingdom,Online
29/01/2023,2023,BMW 6 Series,94566,3,Africa,Nigeria,Wholesale
30/01/2023,2023,BMW 8 Series,99561,5,Asia,South Korea,Wholesale
30/01/2023,2023,BMW i3,55839,3,North America,Mexico,Dealership
30/01/2023,2023,BMW iX,71168,2,South America,Argentina,Dealership
30/01/2023,2023,BMW 1 Series,114560,1,Africa,Morocco,Wholesale
,,,,,,,
31/01/2023,2023,BMW 1 Series,43550,4,Africa,Nigeria,Dealership
,,,,,,,
31/01/2023,2023,BMW iX3,88215,2,Europe,France,Dealership
31/01/2023,2023,BMW 2 Series,114021,4,Asia,India,Wholesale
,,,,,,,
31/01/2023,2023,BMW 3 Series,99142,3,Africa,South Africa,Dealership
,,,,,,,
01/02/2023,2023,BMW 3 Series,117189,1,Asia,South Korea,Wholesale
